Higashiguchi, Masaaki,Japan,GK,0,0
Nakamura, Kosuke,Japan,GK,0,0
Nagatomo, Yuto,Japan,DF,0,0
Makino, Tomoaki,Japan,DF,0,0
Yoshida, Maya,Japan,DF,0,0
Sakai, Hiroki,Japan,DF,0,0
Sakai, Gotoku,Japan,DF,0,0
Shoji, Gen,Japan,DF,0,0
Endo, Wataru,Japan,DF,0,0
Ueda, Naomichi,Japan,DF,0,0
Hasebe, Makoto,Japan,MD,0,0
Aoyama, Toshihiro,Japan,MD,0,0
Honda, Keisuke,Japan,MD,0,0
Inui, Takashi,Japan,MD,0,0
Kagawa, Shinji,Japan,MD,0,0
Yamaguchi, Hotaru,Japan,MD,0,0
Haraguchi, Genki,Japan,MD,0,0
Usami, Takashi,Japan,MD,0,0
Shibasaki, Gaku,Japan,MD,0,0
Oshima, Ryota,Japan,MD,0,0
Misao, Kento,Japan,MD,0,0
Ideguchi, Yosuke,Japan,MD,0,0
Bialkowski, Bartosz,Poland,GK,0,0
Fabianski, Lukasz,Poland,GK,0,0
Skorupski, Lukasz,Poland,GK,0,0
Szczesny, Wojciech,Poland,GK,0,0
Bednarek, Jan,Poland,DF,0,0
Bereszynski, Bartosz,Poland,DF,0,0
Cionek, Thiago,Poland,DF,0,0
Glik, Kamil,Poland,DF,0,0
Jedrzejczyk, Artur,Poland,DF,0,0
Kaminski, Marcin,Poland,DF,0,0
Kedziora, Tomasz,Poland,DF,0,0
Pazdan, Michal,Poland,DF,0,0
Piszczek, Lukasz,Poland,DF,0,0
Blaszczykowski, Jakub,Poland,MD,0,0
Dawidowicz, Pawel,Poland,MD,0,0
Frankowski, Przemyslaw,Poland,MD,0,0
Goralski, Jacek,Poland,MD,0,0
Grosicki, Kamil,Poland,MD,0,0
Krychowiak, Grzegorz,Poland,MD,0,0
